usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
9423,PRUNE PUREE,257,2.1,0.2,65.1,3.3,39,31,2.8,852,23,4.3,2000,,0.016,0,36,2 tbsp,,
9288,"PRUNES,canned,packed in heavy syrup,solids and liquids",105,0.87,0.2,27.8,3.8,,17,0.41,226,3,2.8,797,,0.016,0,234,1 cup,86,"5 prunes,  with liquid"
9290,"PRUNES,dehydrated,stewed",113,1.23,0.24,29.7,,,24,1.17,353,2,0,523,,0.02,0,280,1 cup,,
9289,"PRUNES,dehydrated,uncooked",339,3.7,0.73,89.07,,,72,3.52,1058,5,0,1762,,0.059,0,132,1 cup,,
9295,"PUMMELO,RAW",38,0.76,0.04,9.62,1,,4,0.11,216,1,61,8,,,0,190,"1 cup, sections",609,"1 fruit, without refuse"
9297,"RAISINS,GOLDEN SEEDLESS",302,3.39,0.46,79.52,4,59.19,53,1.79,746,12,3.2,0,0.12,0.151,0,165,"1 cup,  packed",145,"1 cup,  (not packed)"
9299,"RAISINS,SEEDED",296,2.52,0.54,78.47,6.8,,28,2.59,825,28,5.4,0,,0.178,0,165,"1 cup,  packed",145,"1 cup,  (not packed)"
9298,"RAISINS,SEEDLESS",299,3.07,0.46,79.18,3.7,59.19,50,1.88,749,11,2.3,0,0.12,0.058,0,165,"1 cup,  packed",145,"1 cup,  (not packed)"
9304,"RASPBERRIES,canned,RED,packed in heavy syrup,solids and liquids",91,0.83,0.12,23.36,3.3,20.06,11,0.42,94,3,8.7,33,0.59,0.005,0,256,1 cup,,
9306,"RASPBERRIES,frozen,RED,sweetened",103,0.7,0.16,26.16,4.4,21.76,15,0.65,114,1,16.5,60,0.72,0.005,0,250,"1 cup, unthawed",284,"1 package,  (10 oz)"
9302,"RASPBERRIES,RAW",52,1.2,0.65,11.94,6.5,4.42,25,0.69,151,1,26.2,33,0.87,0.019,0,123,1 cup,312,"1 pint,  as purchased, yields"
9309,"RHUBARB,FROZEN,UNCOOKED",21,0.55,0.11,5.1,1.8,1.1,194,0.29,108,2,4.8,107,0.27,0.029,0,137,"1 cup, diced",,
9310,"RHUBARB,frozen,cooked,withSUGAR",116,0.39,0.05,31.2,2,28.7,145,0.21,96,1,3.3,73,0.19,0.014,0,240,1 cup,,
9307,"RHUBARB,RAW",21,0.9,0.2,4.54,1.8,1.1,86,0.22,288,4,8,102,0.27,0.053,0,122,"1 cup, diced",51,1 stalk
9317,"STRAWBERRIES,canned,packed in heavy syrup,solids and liquids",92,0.56,0.26,23.53,1.7,21.83,13,0.49,86,4,31.7,26,0.19,0.014,0,254,1 cup,,
9320,"STRAWBERRIES,frozen,sweetened,SLICED",96,0.53,0.13,25.92,1.9,24.01,11,0.59,98,3,41.4,24,0.23,0.007,0,255,"1 cup, thawed",284,"1 package,  (10 oz)"
9319,"STRAWBERRIES,frozen,sweetened,WHole",78,0.52,0.14,21,1.9,18.61,11,0.47,98,1,39.5,27,0.24,0.007,0,255,"1 cup, thawed",284,"1 package,  (10 oz)"
9318,"STRAWBERRIES,frozen,unsweetened",35,0.43,0.11,9.13,2.1,4.56,16,0.75,148,2,41.2,45,0.29,0.006,0,221,"1 cup, thawed",149,"1 cup, unthawed"
9316,"STRAWBERRIES,RAW",32,0.67,0.3,7.68,2,4.89,16,0.41,153,1,58.8,12,0.29,0.015,0,152,"1 cup,  halves",232,"1 cup, pureed"
9221,"TANGERINE JUICE,RAW",43,0.5,0.2,10.1,0.2,9.9,18,0.2,178,1,31,253,0.13,0.024,0,247,1 cup,30.9,1 fl oz
9219,"TANGERINES,(MANDARIN ORANGES),canned,packed in juice",37,0.62,0.03,9.57,0.7,8.87,11,0.27,133,5,34.2,852,0.1,0.003,0,249,1 cup,,
9383,"TANGERINES,(MANDARIN ORANGES),canned,packed in juice,drained",38,0.75,0.04,9.41,1.2,8.25,12,0.27,136,5,33.9,1312,0.15,0.004,0,189,1 cup,,
9220,"TANGERINES,(MANDARIN ORANGES),canned,packed in light syrup",61,0.45,0.1,16.19,0.7,15.49,7,0.37,78,6,19.8,840,0.1,0.012,0,252,1 cup,,
9218,"TANGERINES,(MANDARIN ORANGES),RAW",53,0.81,0.31,13.34,1.8,10.58,37,0.15,166,2,26.7,681,0.2,0.039,0,195,"1 cup, sections",76,"1 small,  (2-1/4"" dia)"
9326,"WATERMELON,RAW",30,0.61,0.15,7.55,0.4,6.2,7,0.24,112,1,8.1,569,0.05,0.016,0,154,"1 cup, balls",152,"1 cup, diced"
