usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
8543,"Cereal,KELLOGG'S,special K VANILLA ALMOND",378,7.7,4.2,83.2,9.3,30.4,32,27,251,569,70,2500,1.34,0.4,0,30,".75 cup,  (1 NLEA serving)",,
8481,"Cereal,MALT-O-MEAL HONEY GRAHAM SQUARES",433,3.33,10,80.33,3.3,33.33,333,30,167,900,20,1667,11.25,1.667,0,30,".75 cup,  (1 NLEA serving)",,
8493,"Cereal,MALT-O-MEAL,APPLE ZINGS",395,5.4,2.66,87.3,2.8,42.9,429,17.1,140,455,59.7,2790,0.26,0.447,1,33,1 cup,,
8347,"Cereal,MALT-O-MEAL,BERRY COLOSSAL CRUNCH",412,4.89,5.44,85.9,3.3,41.3,14,15.6,114,733,3.6,0,0.65,0.091,1,30,".75 cup,  (1 NLEA serving)",,
8487,"Cereal,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS crunch",443,4.9,11.5,80,4.8,35.4,356,16.7,158,466,35.4,2100,0.98,1.84,0,30,.75 cup,,
8494,"Cereal,MALT-O-MEAL,cinnamon TOASTERS",431,5.8,10.1,79.1,4.7,34.8,388,16.4,150,461,21,1560,1.11,1.67,1,30,.75 cup,,
8206,"Cereal,MALT-O-MEAL,COCO-ROOS",396,3.7,2.6,89.5,1.8,46.5,406,19.5,195,450,20.5,2059,0.21,0.464,1,30,".75 cup,  (1 NLEA serving)",,
8495,"Cereal,MALT-O-MEAL,COCOA DYNO-BITES",402,4.1,3.06,89.4,1.2,45.2,8,6.81,179,517,1,3450,0.12,2.43,1,29,.75 cup,,
8346,"Cereal,MALT-O-MEAL,COLOSSAL CRUNCH",415,4.2,5.48,86.6,0.7,40.65,6,13.65,89,766,0,0,1.17,0.88,0,30,.75 cup,,
8083,"Cereal,MALT-O-MEAL,CORN BURSTS",394,4,0.34,93.7,1.8,43.6,5,6.56,59,871,60.5,3018,0.1,0.165,1,31,1 cup,,
8348,"Cereal,MALT-O-MEAL,CRISPY RICE",381,6.3,1.13,86.4,1,9,7,35.1,124,909,62.1,2920,0.11,0.465,1,33,"1 cup,  (1 NLEA serving)",,
8409,"Cereal,MALT-O-MEAL,Frosted FLAKES",387,5,0.4,90.9,1.9,37.4,0,14.33,67,573,61.5,3950,0.05,0.13,0,30,".75 cup,  (1 NLEA serving)",40,1 cup
8500,"Cereal,MALT-O-MEAL,Frosted MINI SPOONERS",388,9.4,2.08,82.9,10.5,17.9,27,38.7,340,18,1,100,,0.393,1,55,1 cup,,
8501,"Cereal,MALT-O-MEAL,FRUITY DYNO-BITES",404,3.9,3.15,90.1,1,42.6,3,7.62,76,630,1,3630,1.27,0.64,1,27,.75 cup,,
8478,"Cereal,MALT-O-MEAL,GOLDEN PUFFS",397,5.77,0.89,89.72,2.6,51.34,11,7.92,154,241,27.6,4023,0.43,0.161,0,27,".75 cup,  (1 NLEA serving)",37,1 cup
8476,"Cereal,MALT-O-MEAL,HONEY BUZZERS",395,6.3,2.14,87.6,2.9,37.4,14,7.86,120,759,1.9,3600,0.21,0.65,1,29,1.333 cup,,
8491,"Cereal,MALT-O-MEAL,HONEY NUT TOASTY O'S crunch",390,9.63,2.16,81.53,5.6,38.73,397,17.07,309,700,30.6,3133,1.83,0.435,0,30,1 cup,,
8489,"Cereal,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT crunch,DRY",377,8,0.75,84.5,3.1,35.6,314,31.9,130,10,1,100,,0.19,1,45,.25 cup,,
8138,"Cereal,MALT-O-MEAL,MARSHMLLW MATEYS",394,7.2,3.6,83.3,4.6,42.8,457,19.3,197,667,29.7,2970,0.29,0.719,1,30,1 cup,,
8492,"Cereal,MALT-O-MEAL,PUFFED RICE crunch",401,7.8,0.97,90.2,1,0.8,5,44.5,103,5,1,100,0.12,0.297,1,15,1 cup,,
8483,"Cereal,MALT-O-MEAL,PUFFED WHEAT crunch",396,15.6,2.03,78.8,7.3,1.1,25,53,412,10,1,100,1.01,0.442,1,15,1 cup,,
