usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
11268,"MUSHROOMS,SHIITAKE,DRIED",296,9.58,0.99,75.37,11.5,2.21,11,1.72,1534,13,3.5,0,0,0.225,0,3.6,1 mushroom,15,4 mushrooms
11238,"MUSHROOMS,SHIITAKE,RAW",34,2.24,0.49,6.79,2.5,2.38,2,0.41,304,9,,,,,,19,"1 piece, whole",,
11267,"MUSHROOMS,SHIITAKE,STIR-FRIED",39,3.45,0.35,7.68,3.6,0.3,2,0.53,326,5,0,0,0,0.03,0,89,"1 cup, whole",97,"1 cup, sliced"
11797,"MUSHROOMS,WHITE,cooked, boiled, drained,with  SALT",28,2.17,0.47,5.29,2.2,2.34,6,1.74,356,238,4,0,0.01,0.061,0,156,"1 cup, pieces",9.8,1 tbsp
11261,"MUSHROOMS,WHITE,cooked, boiled, drained,without SALT",28,2.17,0.47,5.29,2.2,2.34,6,1.74,356,2,4,0,0.01,0.061,0,156,"1 cup, pieces",9.8,1 tbsp
11260,"MUSHROOMS,WHITE,RAW",22,3.09,0.34,3.26,1,1.98,3,0.5,318,5,2.1,0,0.01,0.05,0,70,"1 cup, pieces or slices",96,"1 cup, whole"
11263,"MUSHROOMS,WHITE,STIR-FRIED",26,3.58,0.33,4.04,1.8,0,4,0.25,396,12,0,0,0,0.04,0,108,"1 cup, sliced",,
11270,"MUSTARD GREENS,RAW",27,2.86,0.42,4.67,3.2,1.32,115,1.64,384,20,70,3024,2.01,0.01,0,56,"1 cup, chopped",,
11799,"MUSTARD greens,cooked, boiled, drained, with salt",26,2.56,0.47,4.51,2,1.41,118,0.87,162,252,25.3,10537,1.78,0.012,0,140,"1 cup, chopped",,
11271,"MUSTARD greens,cooked, boiled, drained, without salt",26,2.56,0.47,4.51,2,1.41,118,0.87,162,9,25.3,12370,1.78,0.012,0,140,"1 cup, chopped",,
11800,"MUSTARD greens,frozen,cooked, boiled, drained, with salt",19,2.27,0.25,3.11,2.8,0.32,101,1.12,139,261,13.8,7076,1.35,0.013,0,150,"1 cup, chopped or diced",212,"1 package,  (10 oz) yields"
11273,"MUSTARD greens,frozen,cooked, boiled, drained, without salt",19,2.27,0.25,3.11,2.8,0.32,101,1.12,139,25,13.8,7076,1.35,0.013,0,150,"1 cup, chopped",212,"1 package,  (10 oz) yields"
11272,"MUSTARD greens,frozen,unprepared",20,2.49,0.27,3.41,3.3,,116,1.29,170,29,25.3,5155,,0.014,0,146,"1 cup, chopped",284,"1 package,  (10 oz)"
11803,"OKRA,cooked, boiled, drained, with salt",22,1.87,0.21,4.51,2.5,2.4,77,0.28,135,241,16.3,283,0.27,0.045,0,80,".5 cup, slices",85,"8 pods,  (3"" long)"
11279,"OKRA,cooked, boiled, drained, without salt",22,1.87,0.21,4.51,2.5,2.4,77,0.28,135,6,16.3,283,0.27,0.045,0,80,".5 cup, slices",85,"8 pods,  (3"" long)"
11280,"OKRA,FROZEN,unprepared",30,1.69,0.25,6.63,2.2,2.97,81,0.57,211,3,12.4,350,0.33,0.065,0,284,"1 package,  (10 oz)",1361,"1 package,  (3 lb)"
11804,"OKRA,frozen,cooked, boiled, drained,with  SALT",34,1.63,0.24,6.41,2.1,2.87,74,0.52,184,239,9.6,305,0.32,0.063,0,255,"1 package,  (10 oz) yields",92,".5 cup, slices"
11281,"OKRA,frozen,cooked, boiled, drained, without salt",29,1.63,0.24,6.41,2.1,2.87,74,0.52,184,3,9.6,305,0.32,0.063,0,255,"1 package,  (10 oz) yields",92,".5 cup, slices"
11278,"OKRA,RAW",33,1.93,0.19,7.45,3.2,1.48,82,0.62,299,7,23,716,0.27,0.026,0,100,1 cup,95,"8 pods,  (3"" long)"
11805,"ONIONS,cooked, boiled, drained, with salt",42,1.36,0.19,9.56,1.4,4.73,22,0.24,166,239,5.2,2,0.02,0.031,0,210,1 cup,15,"1 tbsp, chopped"
11283,"ONIONS,cooked, boiled, drained, without salt",44,1.36,0.19,10.15,1.4,4.73,22,0.24,166,3,5.2,2,0.02,0.031,0,210,1 cup,15,"1 tbsp, chopped"
11285,"ONIONS, canned, solids and liquids",19,0.85,0.09,4.02,1.2,2.2,45,0.13,111,371,4.3,1,0.07,0.016,0,63,1 onion,112,".5 cup, chopped or diced"
11284,"ONIONS,DEHYDRATED FLAKES",349,8.95,0.46,83.28,9.2,37.41,257,1.55,1622,21,75,18,0.18,0.078,0,5,1 tbsp,14,.25 cup
11806,"ONIONS,frozen,chopped,cooked, boiled, drained, with salt",26,0.77,0.1,6,1.7,2.9,16,0.3,108,248,2.6,2,0.01,0.016,0,15,"1 tbsp, chopped",105,".5 cup, chopped or diced"
11288,"ONIONS,frozen,chopped,cooked, boiled, drained, without salt",28,0.77,0.1,6.59,1.8,2.9,16,0.3,108,12,2.6,2,0.01,0.016,0,15,"1 tbsp, chopped",105,".5 cup, chopped or diced"
11287,"ONIONS,frozen,chopped,unprepared",29,0.79,0.1,6.81,1.8,,17,0.33,124,12,3.3,35,,0.017,0,284,"1 package,  (10 oz)",,
11807,"ONIONS,frozen,whole,cooked, boiled, drained, with salt",26,0.71,0.05,6.11,1.4,2.9,27,0.34,101,244,5.1,2,0.01,0.009,0,210,1 cup,,
11290,"ONIONS,frozen,whole,cooked, boiled, drained, without salt",28,0.71,0.05,6.7,1.4,2.9,27,0.34,101,8,5.1,2,0.01,0.009,0,210,1 cup,,
11289,"ONIONS,frozen,whole,unprepared",35,0.89,0.06,8.45,1.7,3.81,36,0.46,142,10,8,2,0.02,0.011,0,284,"1 package,  (10 oz)",,
11282,"ONIONS,RAW",40,1.1,0.1,9.34,1.7,4.24,23,0.21,146,4,7.4,2,0.02,0.042,0,160,"1 cup, chopped",115,"1 cup, sliced"
11291,"ONIONS,SPRING OR SCALLIONS,RAW",32,1.83,0.19,7.34,2.6,2.33,72,1.48,276,16,18.8,997,0.55,0.032,0,100,"1 cup, chopped",6,"1 tbsp, chopped"
11294,"ONIONS, sweet, RAW",32,0.8,0.08,7.55,0.9,5.02,20,0.26,119,8,4.8,1,0.02,,0,331,1 onion,148,1 NLEA serving
11293,"ONIONS,WELSH,RAW",34,1.9,0.4,6.5,2.4,2.18,18,1.22,212,17,27,1160,0.51,0.067,0,,,,
11286,"ONIONS,YEL,SAUTEED",132,0.95,10.8,7.86,1.7,,20,0.27,133,12,1.8,,0.68,1.477,,87,"1 cup, chopped",,
11292,"ONIONS,YOUNG green, TOPS ONLY",27,0.97,0.47,5.74,1.8,4.95,52,0.51,159,15,13.4,4000,0.21,0.087,0,6,1 tbsp,12,1 stalk
11625,"PARSLEY,FREEZE-DRIED",271,31.3,5.2,42.38,32.7,,176,53.9,6300,391,149,63240,,,0,0.4,1 tbsp,1.4,.25 cup
11297,"PARSLEY,FRSH",36,2.97,0.79,6.33,3.3,0.85,138,6.2,554,56,133,8424,0.75,0.132,0,60,"1 cup, chopped",3.8,1 tbsp
11808,"PARSNIPS,cooked, boiled, drained, with salt",71,1.32,0.3,17.01,4,4.8,37,0.58,367,246,13,0,1,0.05,0,78,".5 cup, slices",160,"1 parsnip,  (9"" long)"
11299,"PARSNIPS,cooked, boiled, drained, without salt",71,1.32,0.3,17.01,3.6,4.8,37,0.58,367,10,13,0,1,0.05,0,78,".5 cup, slices",160,"1 parsnip,  (9"" long)"
11298,"PARSNIPS,RAW",75,1.2,0.3,17.99,4.9,4.8,36,0.59,375,10,17,0,1.49,0.05,0,133,"1 cup, slices",,
11301,"PEAS,EDIBLE-PODDED, boiled, drained,without SALT",42,3.27,0.23,7.05,2.8,3.99,42,1.97,240,4,47.9,1030,0.39,0.044,0,160,1 cup,,
